Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Weight_per_Unit_g,fiber_g,sugar_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg_detailed,zinc_mg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b6_mg,vitamin_b12_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,folate_mcg,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,trans_fat_g,cholesterol_mg_detailed,omega_3_g,omega_6_g
Mussels (3oz steamed),Protein/Seafood,146,20.0,6.0,4.0,0.0,0.0,310,48,Dinner,0,85.1,0.0,0.0,28.083,4.255,36.592999999999996,211.899,344.655,308.062,1.71902,49.358,0.14637199999999997,0.215303,1.637324,0.048507,0.0,6.8931,0.0,0.5956999999999999,0.08510000000000001,34.04,0.457838,0.546342,0.652717,0.0,29.785,0.0,0.0
White Wine Sauce (1/4 cup),Condiment,80,1.0,4.0,6.0,0.5,2.0,300,5,Dinner,0,60.0,0.0,0.0,5.3999999999999995,0.162,6.0,10.799999999999999,42.6,3.0,0.072,0.0,0.003,0.009,0.0648,0.03,0.0,0.0,0.0,0.0,0.24,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Bread (2 slices),Grain,180,6.0,36.0,1.0,2.0,2.0,380,0,Dinner,0,40.0,1.4400000000000002,0.0,0.0,0.516,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackberries (1 cup),Fruit,62,2.0,13.8,0.7,7.6,4.9,1,0,Snack,0,240.0,12.0,0.0,69.6,1.704,0.0,0.0,388.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheese Danish,Dessert,340,7.0,38.0,18.0,2.0,16.0,300,55,Breakfast,250,100.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,0.0,0.0,0.0,14.0,0.0,0.0
Chicken Salad Sandwich,Meal/Processed,420,20.0,35.0,20.0,3.0,5.0,850,60,Lunch,250,100.0,2.8,0.0,70.0,1.01,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,28.0,0.0,0.0
Soyrizo (2 oz),Protein/Vegetarian,140,10.0,6.0,9.0,3.0,2.0,450,0,Breakfast,0,56.7,2.0412000000000003,0.0,41.391000000000005,1.11132,0.0,0.0,216.59400000000002,484.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51597,1.03194,2.06388,0.0,0.0,0.0,0.0
Hash Browns (1 cup),Vegetable,330,3.0,38.0,19.0,3.0,1.0,550,0,Breakfast,0,240.0,4.8,0.0,31.2,2.592,0.0,0.0,684.0,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ketchup (1 packet),Condiment,10,0.1,2.5,0.0,0.1,2.0,90,0,Breakfast,0,35.0,0.105,0.0,4.8999999999999995,0.13649999999999998,4.8999999999999995,9.1,92.75,324.79999999999995,0.055999999999999994,9.1,0.0038499999999999997,0.0581,0.5018999999999999,0.055299999999999995,0.0,1.4349999999999998,0.0,0.511,1.0499999999999998,3.15,0.0049,0.0052499999999999995,0.01435,0.0,0.0,0.0,0.0
Philly Cheesesteak (6 inch),Meal/Processed,500,25.0,40.0,28.0,3.0,5.0,1100,70,Lunch,500,100.0,0.5,0.0,78.0,1.4,0.0,0.0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,34.0,0.0,0.0
Cheese Whiz (2 tbsp),Condiment/Processed,90,4.0,3.0,7.0,0.0,2.0,540,20,Lunch,0,15.0,0.045,0.0,53.85,0.028499999999999998,0.0,120.89999999999999,36.0,246.0,0.24599999999999997,0.0,0.0,0.036,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.9649999999999999,0.0,0.0,0.0,11.25,0.0,0.0
Onions (sautéed 1/4 cup),Vegetable,30,0.5,5.0,1.0,1.0,3.0,5,0,Lunch,0,60.0,1.02,0.0,10.2,0.144,5.3999999999999995,19.8,102.6,0.6,0.10200000000000001,0.0,0.0276,0.0162,0.0696,0.072,0.0,4.919999999999999,0.0,0.012,0.24,11.4,0.0252,0.0078,0.0102,0.0,0.0,0.0,0.0
Raspberries (1 cup),Fruit,64,1.5,14.7,0.8,8.0,5.4,1,0,Snack,0,240.0,15.36,0.0,50.4,1.704,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.35999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheesy Grits (1 cup),Meal/Grain,210,6.0,34.0,6.0,2.0,1.0,550,20,Breakfast,0,240.0,1.68,0.0,9.6,1.08,16.8,40.8,50.4,194.4,0.288,38.4,0.37679999999999997,0.1128,1.488,0.1344,0.0,0.0,0.0,0.432,2.16,45.6,1.7495999999999998,1.1088,0.9168,0.0,7.199999999999999,0.0,0.0
Collard Greens (with ham hock),Vegetable,180,10.0,15.0,9.0,8.0,3.0,600,30,Dinner,0,100.0,3.5,0.0,118.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fried Okra (1 cup),Vegetable,220,4.0,25.0,12.0,5.0,3.0,450,10,Dinner,0,240.0,3.84,0.0,124.8,4.104,55.199999999999996,127.19999999999999,266.4,758.4,1.056,24.0,0.66,0.3864,4.7544,0.084,0.0,8.64,0.24,5.832,72.96,189.6,4.2936,12.559199999999999,11.6064,0.0,26.4,0.0,0.0
Sweet Tea (16 oz),Beverage,180,0.0,46.0,0.0,0.0,46.0,15,0,Lunch,473,453.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.072000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gyro (1 sandwich),Meal/Meat,600,25.0,55.0,30.0,5.0,6.0,1200,80,Dinner,250,100.0,1.0,0.0,46.0,1.48,18.0,107.0,205.0,323.0,1.97,9.0,0.22,0.189,3.274,0.117,0.0,3.5,0.0,0.33,3.7,41.0,2.519,2.836,0.548,0.0,29.0,0.0,0.0
Pita Bread (White 1 large),Grain,220,7.0,45.0,2.0,2.0,2.0,440,0,Dinner,0,200.0,10.2,0.0,308.0,5.54,0.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tzatziki Sauce (2 tbsp),Condiment,30,1.5,2.0,2.0,0.0,1.5,100,5,Dinner,0,15.0,0.0,0.0,19.95,0.0,0.0,0.0,0.0,12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.55,0.0,0.0
Baklava (1 piece),Dessert,280,3.0,30.0,18.0,2.0,20.0,80,10,Snack,0,100.0,2.5,0.0,40.0,1.98,38.0,116.0,170.0,311.0,0.7,157.0,0.237,0.222,1.909,0.117,0.0,1.3,0.1,1.86,3.4,36.0,10.926,8.791,5.135,0.0,48.0,0.0,0.0
Coconut (shredded 1/4 cup),Fruit,110,1.0,4.5,10.5,2.0,1.5,3,0,Snack,0,60.0,2.16,0.0,0.0,1.158,0.0,0.0,0.0,156.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26,0.0,0.0,0.0,0.0,0.0,0.0
S'more (1 serving),Dessert,140,2.0,25.0,4.0,1.0,15.0,90,0,Snack,0,100.0,3.1,0.0,138.0,3.12,0.0,0.0,175.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.0,0.0,0.0
Graham Cracker (1 large rectangle),Grain/Processed,60,1.0,11.0,1.5,0.5,4.0,70,0,Snack,0,200.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshmallow (1 large),Dessert,23,0.1,5.8,0.0,0.0,4.0,5,0,Snack,0,200.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate (Hershey's bar 1 segment),Dessert,25,0.3,3.0,1.5,0.2,2.8,4,1,Snack,0,100.0,8.6,0.0,57.0,10.3,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0
Chicken Parm Sandwich,Meal/Processed,650,40.0,55.0,30.0,6.0,9.0,1400,100,Lunch,500,100.0,1.7,0.0,77.0,1.78,25.0,154.0,209.0,571.0,0.63,4.0,0.281,0.149,5.009,0.22,0.0,0.8,0.1,1.82,18.5,52.0,3.072,3.928,5.596,0.0,21.0,0.0,0.0
Mozzarella (1 slice),Dairy,80,6.0,1.0,6.0,0.0,0.5,150,20,Lunch,0,28.35,0.0,0.0,151.95600000000002,0.0,0.0,0.0,0.0,50.746500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.054050000000001,0.0,0.0,0.0,20.128500000000003,0.0,0.0
Bread Roll (hoagie),Grain,200,6.0,38.0,2.0,2.0,3.0,400,0,Lunch,0,100.0,2.3,0.0,93.0,3.04,19.0,106.0,115.0,380.0,0.79,63.0,0.438,0.436,4.848,0.064,0.0,0.0,0.4,0.26,0.9,105.0,1.593,2.302,1.106,0.0,51.0,0.0,0.0
Artichoke (1 medium steamed),Vegetable,60,4.2,13.4,0.2,6.9,1.2,112,0,Dinner,0,150.0,8.55,0.0,31.5,0.915,63.0,109.5,429.0,90.0,0.6000000000000001,1.5,0.07500000000000001,0.1335,1.665,0.1215,0.0,11.100000000000001,0.0,0.28500000000000003,22.200000000000003,133.5,0.1185,0.0165,0.21749999999999997,0.0,0.0,0.0,0.0
Mayonnaise (1 tbsp for dipping),Condiment,90,0.1,0.1,10.0,0.0,0.1,70,5,Dinner,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.64999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6649999999999998,0.0,0.0,0.0,8.4,0.0,0.0
Calamari (fried 3oz),Meal/Seafood,150,13.0,8.0,7.0,1.0,1.0,600,220,Dinner,0,85.1,0.0,0.0,29.785,0.54464,0.0,0.0,0.0,37.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5742000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.326,0.0,0.0
Lemon Wedge (for calamari),Condiment,3,0.1,1.0,0.0,0.3,0.2,0,0,Dinner,0,100.0,2.4,0.0,14.0,0.72,0.0,0.0,381.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.147,0.0,0.0,0.0
Root Beer (1 can),Beverage,150,0.0,40.0,0.0,0.0,40.0,55,0,Snack,355,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken McNuggets (6 pcs),Meal/Processed,270,15.0,16.0,16.0,1.0,0.0,500,40,Lunch,0,100.0,0.0,0.0,11.0,0.89,24.0,272.0,252.0,566.0,0.59,0.0,0.16,0.11,7.4,0.398,0.33,1.2,0.0,0.0,0.0,0.0,3.26,8.13,5.61,0.061,44.0,0.296,5.1
BBQ Sauce (2 tbsp),Condiment,60,0.5,15.0,0.0,0.5,12.0,350,0,Lunch,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honey (1 tbsp),Condiment,64,0.1,17.3,0.0,0.0,17.2,1,0,Breakfast,0,15.0,0.03,0.0,0.8999999999999999,0.063,0.3,0.6,7.8,0.6,0.033,0.0,0.0,0.005699999999999999,0.01815,0.0036,0.0,0.075,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tofu Scramble,Meal/Vegetarian,250,20.0,8.0,16.0,4.0,3.0,300,0,Breakfast,250,100.0,2.0,0.0,59.0,1.41,0.0,0.0,329.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0
Turmeric (1 tsp),Condiment,9,0.3,1.9,0.1,0.7,0.1,1,0,Breakfast,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nutritional Yeast (1 tbsp),Condiment,20,3.0,2.0,0.0,1.0,0.0,10,0,Breakfast,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,175.5,12.45,0.0,0.0,0.3,7.6499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seitan (3oz),Protein/Vegetarian,90,18.0,4.0,1.0,1.0,1.0,300,0,Dinner,0,85.1,1.0211999999999999,0.0,20.424,1.4381899999999999,0.0,0.0,0.0,380.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0041799999999999,0.0,0.0,0.0,0.0
Vegetable Broth (1 cup),Beverage,15,1.0,3.0,0.0,1.0,2.0,550,0,Dinner,240,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mashed Cauliflower (1 cup),Vegetable,140,5.0,12.0,8.0,5.0,4.0,400,25,Dinner,0,240.0,0.0,0.0,0.0,1.536,0.0,0.0,0.0,616.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664000.0,0.0,0.0,0.0,21.24,0.0,0.0,0.0,96.0,0.0,0.0
Peanut Sauce (2 tbsp),Condiment,80,2.0,4.0,6.0,1.0,3.0,250,0,Dinner,0,15.0,0.27,0.0,3.3,0.1365,6.75,16.05,35.25,200.7,0.11699999999999999,0.0,0.009,0.01905,0.48,0.028499999999999998,0.0,0.0,0.0,0.33449999999999996,0.15,3.3,0.43605,1.0478999999999998,0.7178999999999999,0.0,0.0,0.0,0.0
Tempeh (3oz),Protein/Vegetarian,160,16.0,8.0,9.0,5.0,0.0,10,0,Lunch,0,85.1,0.0,0.0,94.461,2.2977000000000003,68.931,226.36599999999999,350.61199999999997,7.659,0.9701399999999999,0.0,0.06637799999999999,0.304658,2.24664,0.182965,0.06808,0.0,0.0,0.0,0.0,20.424,2.16154,2.7232000000000003,3.6592999999999996,0.0,0.0,0.0,0.0
Sauerkraut (1/2 cup),Vegetable,14,0.7,3.1,0.1,2.0,1.2,468,0,Lunch,0,120.0,3.36,0.0,36.0,1.704,15.6,24.0,198.0,790.8,0.216,31.2,0.024,0.026399999999999996,0.1668,0.1944,0.0,15.36,0.12,0.444,16.8,26.4,1.2804,0.7728,0.5316,0.0,4.8,0.0,0.0
Rye Crispbread (2 slices),Grain,70,2.0,14.0,0.5,3.0,0.0,120,0,Lunch,0,40.0,6.6000000000000005,0.0,12.4,0.9720000000000001,31.200000000000003,107.60000000000001,127.60000000000001,164.0,0.9560000000000001,0.0,0.09720000000000001,0.057999999999999996,0.41600000000000004,0.084,0.0,0.0,0.0,0.32400000000000007,2.4000000000000004,18.8,0.057999999999999996,0.066,0.22280000000000003,0.0,0.0,0.0,0.0
Capers (1 tbsp),Condiment,2,0.2,0.4,0.1,0.3,0.1,200,0,Dinner,0,15.0,1.005,0.0,0.0,0.18,0.0,0.0,0.0,400.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken Liver (2 oz cooked),Protein/Meat,91,13.6,0.6,3.6,0.0,0.0,50,320,Dinner,0,56.7,0.11340000000000001,0.0,6.237000000000001,5.73804,11.340000000000002,176.90400000000002,131.544,256.851,1.7520300000000002,1592.1360000000002,0.167265,1.047249,5.264028000000001,0.332262,0.0,9.2421,0.0,0.5613300000000001,0.9639000000000001,326.02500000000003,1.4520870000000001,1.5320340000000001,1.352295,0.0,222.264,0.0,0.0
Onion (1/2 cup raw chopped),Vegetable,32,0.9,7.5,0.1,1.4,3.8,3,0,Dinner,0,120.0,2.76,0.0,19.2,4.224,0.0,0.0,0.0,516.0,0.0,0.0,1.2,0.39840000000000003,5.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bok Choy (1 cup steamed),Vegetable,10,1.5,2.0,0.1,1.0,1.0,40,0,Dinner,0,240.0,3.024,0.0,148.56,1.0535999999999999,32.64,73.2,547.1999999999999,34.32,0.6576000000000001,0.0,0.0,0.0,0.0,0.0,0.0,72.72,0.0,0.0,0.0,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gummy Bears (10 pcs),Snack/Dessert,100,2.0,22.0,0.0,0.0,15.0,10,0,Snack,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whiskey (1.5 oz shot),Beverage,105,0.0,0.1,0.0,0.0,0.1,1,0,Snack,0,42.5,0.0,0.0,0.0,0.017,0.0,1.7,0.85,0.425,0.017,0.0,0.00255,0.0017,0.0055249999999999995,0.000425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dates (2 medium Medjool),Fruit,133,0.8,36.0,0.1,3.2,32.0,1,0,Snack,0,150.0,11.25,0.0,0.0,1.35,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahini (1 tbsp),Condiment,89,2.6,3.2,8.0,1.4,0.1,17,0,Snack,0,15.0,1.26,0.0,17.4,1.05,53.55,107.85,61.199999999999996,9.6,0.9059999999999999,0.44999999999999996,0.14895,0.07095,0.8719499999999999,0.08925,0.0,0.0,0.0,0.0,0.255,16.2,1.3455000000000001,3.39,3.9599999999999995,0.0,0.0,0.0,0.0
Chickpeas (1/2 cup canned),Legume,135,7.0,22.0,2.0,6.0,3.0,250,0,Lunch,0,120.0,4.8,0.0,76.8,1.38,0.0,0.0,297.59999999999997,278.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lettuce (Romaine 2 cups),Vegetable,16,1.0,3.0,0.3,2.0,1.0,10,0,Lunch,0,240.0,3.12,0.0,74.39999999999999,0.624,26.4,55.199999999999996,597.6,55.199999999999996,0.624,724.8,0.1584,0.1536,0.7752,0.1488,0.0,19.2,0.0,0.40800000000000003,177.36,91.2,0.0624,0.0192,0.2592,0.0,0.0,0.0,0.0
Italian Dressing (2 tbsp),Condiment,70,0.0,3.0,7.0,0.0,2.0,300,0,Lunch,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croutons (1/4 cup),Grain,50,1.5,7.0,2.0,0.5,0.5,140,0,Lunch,0,60.0,3.0,0.0,57.599999999999994,1.692,25.2,84.0,108.6,799.8,0.564,4.2,0.3036,0.2526,2.7876,0.049800000000000004,0.0,0.0,0.0,0.24,4.56,63.0,3.1481999999999997,5.698799999999999,1.4207999999999998,0.0,4.2,0.0,0.0
Turkey Sausage (1 patty),Protein/Meat,70,9.0,1.0,4.0,0.0,0.5,280,35,Breakfast,0,100.0,0.0,0.0,29.0,2.06,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,71.0,0.0,0.0
Maple Syrup (1 tbsp),Condiment,52,0.0,13.5,0.0,0.0,12.0,1,0,Breakfast,0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,42.449999999999996,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quesadilla (Cheese 1 medium),Meal/Processed,400,18.0,35.0,22.0,3.0,2.0,700,50,Lunch,250,150.0,0.0,0.0,1081.5,37500.0,0.0,0.0,160.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.099999999999994,0.0,0.0,0.0,133.5,0.0,0.0
Sour Cream (1 tbsp),Condiment/Dairy,30,0.4,0.6,2.9,0.0,0.4,12,6,Lunch,0,15.0,0.0,0.0,19.95,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.755,0.0,0.0,0.0,10.049999999999999,0.0,0.0
Salsa (2 tbsp),Condiment,10,0.5,2.0,0.0,0.5,1.0,120,0,Lunch,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Cabbage (1 cup raw),Vegetable,22,1.1,5.2,0.1,1.6,2.8,8,0,Dinner,0,240.0,5.52,0.0,74.39999999999999,0.672,0.0,0.0,0.0,1255.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duck (3oz roasted),Protein/Meat,285,16.0,0.0,24.0,0.0,0.0,65,72,Dinner,0,85.1,0.5105999999999999,0.0,9.361,0.33189,4.255,7.659,74.03699999999999,605.912,0.17870999999999998,6.808,0.019573,0.011914,0.203389,0.027232,0.0,0.7659,0.0,0.17020000000000002,0.25529999999999997,1.702,0.043400999999999995,0.015317999999999998,0.022977,0.0,0.0,0.0,0.0
Orange Sauce (1/4 cup for duck),Condiment,90,0.5,22.0,0.0,0.5,20.0,200,0,Dinner,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wild Rice (1 cup cooked),Grain,166,6.5,35.0,0.6,3.0,1.2,5,0,Dinner,0,240.0,10.56,0.0,0.0,3.84,0.0,799.1999999999999,640.8,0.0,7.992,0.0,0.0,0.5448,16.008,1.0655999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cupcake (Vanilla 1 medium),Dessert,240,2.0,35.0,11.0,1.0,25.0,200,30,Snack,0,240.0,2.88,0.0,57.599999999999994,2.04,0.0,0.0,0.0,537.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,8.472,0.0,0.0,0.0,127.19999999999999,0.0,0.0
Frosting (Vanilla 2 tbsp),Condiment,140,0.0,22.0,6.0,0.0,22.0,65,0,Snack,0,15.0,0.345,0.0,9.15,0.216,3.0,11.85,17.4,39.9,0.111,7.35,0.043949999999999996,0.03915,0.29595,0.0144,0.0,0.24,0.0,0.282,0.84,8.85,0.49319999999999997,1.06395,1.2847499999999998,0.0,7.8,0.0,0.0
Hot Sauce (1 tsp Tabasco),Condiment,0,0.0,0.0,0.0,0.0,0.0,35,0,Breakfast,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bison Burger (1 patty),Protein/Meat,150,22.0,0.0,7.0,0.0,0.0,65,70,Lunch,250,100.0,0.0,0.0,14.0,3.16,23.0,211.0,350.0,383.0,5.3,0.0,0.138,0.262,5.919,0.398,0.0,0.0,0.0,0.2,1.3,16.0,3.461,3.267,0.399,0.0,70.0,0.0,0.0
Pretzel Bun (1 medium),Grain,230,8.0,45.0,2.0,2.0,4.0,550,0,Lunch,0,150.0,1.7999999999999998,0.0,210.0,4.29,30.0,228.0,243.0,531.0,1.35,0.0,0.8145,0.369,5.8575,0.2355,0.0,0.30000000000000004,0.30000000000000004,0.495,2.0999999999999996,70.5,3.4844999999999997,4.662,1.9860000000000002,0.0,31.5,0.0,0.0
Spicy Mustard (1 tbsp),Condiment,10,0.5,1.0,0.5,0.5,0.0,120,0,Lunch,0,15.0,0.6449999999999999,0.0,9.45,0.2385,7.199999999999999,16.2,22.5,165.0,0.096,0.6,0.02835,0.0099,0.08415,0.01035,0.0,0.06,0.0,0.0525,0.22499999999999998,1.05,0.0378,0.38849999999999996,0.13545,0.0,0.0,0.0,0.0
Pasta Salad (1 cup),Meal/Pasta,280,8.0,30.0,14.0,4.0,5.0,450,10,Lunch,0,240.0,6.96,0.0,170.4,6.0,0.0,0.0,0.0,993.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,9.6,0.0,0.0
Salami (3 slices),Protein/Processed,110,6.0,1.0,9.0,0.0,0.5,500,30,Lunch,0,40.0,0.0,0.0,0.0,0.516,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0,0.0,0.0,42.800000000000004,0.0,0.0
Pepperoncini (2 peppers),Vegetable,10,0.5,2.0,0.0,1.0,1.0,350,0,Lunch,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coconut Milk (1/4 cup canned),Condiment,111,1.1,2.9,11.6,0.5,1.5,8,0,Dinner,0,60.0,0.0,0.0,112.8,0.18,0.0,0.0,11.4,11.4,0.0,37.8,0.0,0.0,0.0,0.0,0.378,0.0,0.6,0.0,0.0,0.0,1.2498,0.0,0.0,0.0,0.0,0.0,0.0
